Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2020-01-15,7 (EP),Lil Nas X,33,29,2,29
2020-01-15,Fully Loaded: God's Country,Blake Shelton,34,31,2,4
2020-01-15,Thank U; Next,Ariana Grande,35,30,1,48
2020-01-15,Free Spirit,Khalid,36,34,1,40
2020-01-15,Baby On Baby,DaBaby,37,37,7,45
2020-01-15,Hot Pink,Doja Cat,38,49,19,10
2020-01-15,We Love You Tecca,Lil Tecca,39,39,4,19
2020-01-15,Diamonds,Elton John,40,38,7,113
2020-01-15,The Search,NF,41,43,1,24
2020-01-15,?,XXXTENTACION,42,45,1,95
2020-01-15,Shawn Mendes,Shawn Mendes,43,41,1,85
2020-01-15,Hamilton: An American Musical,Original Broadway Cast,44,40,3,224
2020-01-15,Happiness Begins,Jonas Brothers,45,44,1,31
2020-01-15,If I Know Me,Morgan Wallen,46,51,35,67
2020-01-15,Quality Control: Control The Streets; Volume 2,Various Artists,47,50,3,21
2020-01-15,÷ (Divide),Ed Sheeran,48,46,1,149
2020-01-15,Hoodie SZN,A Boogie Wit da Hoodie,49,53,1,55
2020-01-15,9,Jason Aldean,50,71,2,7
2020-01-15,Chixtape 5,Tory Lanez,51,47,2,8
2020-01-15,American Teen,Khalid,52,48,4,149
2020-01-15,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,53,52,1,27
2020-01-15,Dan + Shay,Dan + Shay,54,58,6,81
2020-01-15,Luv Is Rage 2,Lil Uzi Vert,55,68,1,124
2020-01-15,Abbey Road,The Beatles,56,36,1,343
2020-01-15,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,57,54,22,453
2020-01-15,I'm Him,Kevin Gates,58,76,4,15
2020-01-15,Frozen,Soundtrack,59,57,1,136
2020-01-15,Invasion Of Privacy,Cardi B,60,56,1,92
2020-01-15,Old Dominion,Old Dominion,61,55,9,11
2020-01-15,Look Up Child,Lauren Daigle,62,83,3,70
2020-01-15,Experiment,Kane Brown,63,79,1,61
2020-01-15,The Greatest Showman,Soundtrack,64,62,1,109
2020-01-15,Homesick (EP),Trevor Daniel,65,64,64,8
2020-01-15,Traveller,Chris Stapleton,66,61,1,226
2020-01-15,GIRL,Maren Morris,67,75,4,44
2020-01-15,1,The Beatles,68,63,1,402
2020-01-15,Die A Legend,Polo G,69,82,6,31
2020-01-15,DAMN.,Kendrick Lamar,70,69,1,143
2020-01-15,Championships,Meek Mill,71,74,1,58
2020-01-15,Cottonwood,NLE Choppa,72,60,57,3
2020-01-15,Coconut Oil (EP),Lizzo,73,59,31,25
2020-01-15,Journey's Greatest Hits,Journey,74,70,10,598
2020-01-15,Rumours,Fleetwood Mac,75,66,1,354
2020-01-15,X 100PRE,Bad Bunny,76,80,11,55
2020-01-15,MONTANA,French Montana,77,87,25,5
2020-01-15,Take Care,Drake,78,67,1,358
2020-01-15,Views,Drake,79,78,1,193
2020-01-15,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,80,65,5,608
2020-01-15,Starboy,The Weeknd,81,93,1,163
2020-01-15,Jesus Is King (Soundtrack),Kanye West,82,72,1,11
2020-01-15,Beauty Behind The Madness,The Weeknd,83,97,1,227
2020-01-15,Evolve,Imagine Dragons,84,85,2,133
2020-01-15,Swimming,Mac Miller,85,114,3,75
2020-01-15,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,86,88,1,66
2020-01-15,Moana,Soundtrack,87,106,2,163
2020-01-15,2014 Forest Hills Drive,J. Cole,88,84,1,266
2020-01-15,Drip Harder,Lil Baby & Gunna,89,92,4,66
2020-01-15,The Essential Billy Joel,Billy Joel,90,165,15,173
2020-01-15,Summertime Shootout 3: Coldest Summer Ever,Fabolous,91,77,7,6
2020-01-15,World War Joy,The Chainsmokers,92,89,65,4
2020-01-15,good kid; m.A.A.d city,Kendrick Lamar,93,91,2,376
2020-01-15,Greatest Hits,2Pac,94,107,3,306
2020-01-15,GINGER,BrockHampton,95,184,3,6
2020-01-15,Perception,NF,96,115,1,118
2020-01-15,Certified Hitmaker,Lil Mosey,97,127,12,8
2020-01-15,17,XXXTENTACION,98,102,2,124
2020-01-15,IGOR,Tyler| The Creator,99,81,1,34
2020-01-15,Pray For The Wicked,Panic! At The Disco,100,90,1,81
2020-01-15,Greatest Hits,Tom Petty And The Heartbreakers,101,86,2,339
2020-01-15,Back In Black,AC/DC,102,95,4,393
2020-01-15,1989,Taylor Swift,103,99,1,265
2020-01-15,More Life,Drake,104,113,1,146
2020-01-15,Birds In The Trap Sing McKnight,Travis Scott,105,111,1,174
2020-01-15,I Am > I Was,21 Savage,106,119,1,54
2020-01-15,Feed Tha Streets II,Roddy Ricch,107,157,67,55
2020-01-15,Norman Fucking Rockwell!,Lana Del Rey,108,98,3,19
2020-01-15,The Eminem Show,Eminem,109,1,363,-
2020-01-15,Center Point Road,Thomas Rhett,110,117,1,31
2020-01-15,Kane Brown,Kane Brown,111,131,5,162
2020-01-15,Ocean,Lady Antebellum,112,121,11,8
2020-01-15,Victory Lap,Nipsey Hussle,113,133,2,50
2020-01-15,Ctrl,SZA,114,126,3,135
2020-01-15,21,Adele,115,112,1,447
2020-01-15,H.E.R.,H.E.R.,116,142,23,115
2020-01-15,Fever,Megan Thee Stallion,117,125,10,30
2020-01-15,Appetite For Destruction,Guns N' Roses,118,124,1,217
2020-01-15,Blonde,Frank Ocean,119,139,1,160
2020-01-15,Ella Mai,Ella Mai,120,128,5,64
2020-01-15,Bad Vibes Forever,XXXTENTACION,121,96,5,5
2020-01-15,Life's A Trip,Trippie Redd,122,174,4,46
2020-01-15,The Essential Michael Jackson,Michael Jackson,123,31,306,-
2020-01-15,The Essential Elvis Presley,Elvis Presley,124,123,42,28
2020-01-15,Ultimate Sinatra,Frank Sinatra,125,101,32,92
2020-01-15,A Decade Of Destruction,Five Finger Death Punch,126,185,29,97
2020-01-15,Cosmic,Bazzi,127,145,14,90
2020-01-15,Sweetener,Ariana Grande,128,109,1,73
2020-01-15,x,Ed Sheeran,129,141,1,286
2020-01-15,Blurryface,Twenty One Pilots,130,110,1,243
2020-01-15,T R A P S O U L,Bryson Tiller,131,155,8,204
2020-01-15,Their Greatest Hits 1971-1975,Eagles,132,122,1,308
2020-01-15,Greatest Hits,Red Hot Chili Peppers,133,18,232,-
2020-01-15,Doo-Wops & Hooligans,Bruno Mars,134,135,3,452
2020-01-15,I Am You,YNW Melly,135,173,20,49
2020-01-15,Nevermind,Nirvana,136,129,1,455
2020-01-15,Love Yourself: Answer,BTS,137,195,1,57
2020-01-15,BALLADS 1,Joji,138,164,3,58
2020-01-15,In The Lonely Hour,Sam Smith,139,162,2,285
2020-01-15,Harder Than Ever,Lil Baby,140,144,3,84
2020-01-15,Tha Carter V,Lil Wayne,141,153,1,65
2020-01-15,ANTI,Rihanna,142,152,1,202
2020-01-15,Night Visions,Imagine Dragons,143,136,2,376
2020-01-15,Wow... That's Crazy,Wale,144,146,7,12
2020-01-15,Currents,Tame Impala,145,147,4,23
2020-01-15,Golden Hour,Kacey Musgraves,146,120,4,73
2020-01-15,reputation,Taylor Swift,147,132,1,111
2020-01-15,Greatest Hits,The Notorious B.I.G.,148,151,1,204
2020-01-15,Thriller,Michael Jackson,149,103,1,400
2020-01-15,Nothing Was The Same,Drake,150,134,1,315
2020-01-15,Born To Die,Lana Del Rey,151,108,2,339
2020-01-15,MELT (Deluxe),SHAED,152,152,1,-
2020-01-15,Until Death Call My Name,YoungBoy Never Broke Again,153,7,83,-
2020-01-15,Die Lit,Playboi Carti,154,190,3,80
2020-01-15,Drip Or Drown 2,Gunna,155,172,3,44
2020-01-15,Oasis,J Balvin & Bad Bunny,156,159,9,26
2020-01-15,Greatest Hits,Bob Seger & The Silver Bullet Band,157,140,8,311
2020-01-15,Culture II,Migos,158,175,1,98
2020-01-15,Metallica,Metallica,159,137,1,556
2020-01-15,Kamikaze,Eminem,160,178,1,67
2020-01-15,Dying To Live,Kodak Black,161,168,1,53
2020-01-15,K-12 (Soundtrack),Melanie Martinez,162,130,3,16
2020-01-15,Rearview Town,Jason Aldean,163,182,1,87
2020-01-15,A Love Letter To You 3,Trippie Redd,164,196,3,49
2020-01-15,Red Pill Blues,Maroon 5,165,188,2,107
2020-01-15,Greatest Hits So Far...,Zac Brown Band,166,177,20,241
2020-01-15,Marshmello: Fortnite Extended Set,Marshmello,167,186,45,44
2020-01-15,Purpose,Justin Bieber,168,199,1,155
2020-01-15,hopeless fountain kingdom,Halsey,169,1,116,-
2020-01-15,Not All Heroes Wear Capes,Metro Boomin,170,1,56,-
2020-01-15,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,171,150,16,192
2020-01-15,25,Adele,172,198,1,178
2020-01-15,24K Magic,Bruno Mars,173,167,2,156
2020-01-15,Nibiru,Ozuna,174,179,41,5
2020-01-15,LOVE FOR GUALA,Flipp Dinero,175,132,2,-
2020-01-15,Map Of The Soul: PERSONA,BTS,176,148,1,33
2020-01-15,Hozier,Hozier,177,187,2,181
2020-01-15,Street Gossip,Lil Baby,178,2,52,-
2020-01-15,Future & Juice WRLD Present... WRLD ON DRUGS,Future & Juice WRLD,179,191,2,33
2020-01-15,Believers Never Die; Volume Two: Greatest Hits,Fall Out Boy,180,104,59,4
2020-01-15,Pinkfong Presents: The Best Of Baby Shark,Pinkfong,181,100,12,-
2020-01-15,My Beautiful Dark Twisted Fantasy,Kanye West,182,158,1,118
2020-01-15,Cleopatra,The Lumineers,183,1,116,-
2020-01-15,STOKELEY,Ski Mask The Slump God,184,6,30,-
2020-01-15,Origins,Imagine Dragons,185,193,2,52
2020-01-15,Wildcard,Miranda Lambert,186,170,4,10
2020-01-15,Curtain Call: The Hits,Eminem,187,94,1,478
2020-01-15,Freudian,Daniel Caesar,188,25,94,-
2020-01-15,The Life Of Pablo,Kanye West,189,1,155,-
2020-01-15,Camila,Camila Cabello,190,1,96,-
2020-01-15,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,191,200,34,67
2020-01-15,The Big Day,Chance The Rapper,192,180,2,22
2020-01-15,Flower Boy,Tyler| The Creator,193,171,2,64
2020-01-15,The Beatles [White Album],The Beatles,194,163,1,213
2020-01-15,Greatest Hits: The Ultimate Collection,Bon Jovi,195,5,147,-
2020-01-15,DIE FOR MY BITCH,Baby Keem,196,196,1,-
2020-01-15,Reloaded: 20 #1 Hits,Blake Shelton,197,5,170,-
2020-01-15,Can't Say I Ain't Country,Florida Georgia Line,198,4,38,-
2020-01-15,Hotel Diablo,Machine Gun Kelly,199,5,20,-
2020-01-15,Trench,Twenty One Pilots,200,181,2,64
2020-01-22,Rare,Selena Gomez,1,1,1,-
2020-01-22,Please Excuse Me For Being Antisocial,Roddy Ricch,2,1,1,6
2020-01-22,Time Served,Moneybagg Yo,3,3,1,-
2020-01-22,Hollywood's Bleeding,Post Malone,4,2,1,19
2020-01-22,KIRK,DaBaby,5,6,1,16
2020-01-22,Fine Line,Harry Styles,6,3,1,5
2020-01-22,JACKBOYS,JACKBOYS,7,4,1,3
2020-01-22,Frozen II,Soundtrack,8,5,1,9
2020-01-22,When We All Fall Asleep; Where Do We Go?,Billie Eilish,9,7,1,42
2020-01-22,So Much Fun,Young Thug,10,8,1,22
2020-01-22,Over It,Summer Walker,11,9,2,15
2020-01-22,AI YoungBoy 2,YoungBoy Never Broke Again,12,12,1,14
2020-01-22,Ghetto Gospel,Rod Wave,13,10,10,11
2020-01-22,A Love Letter To You 4,Trippie Redd,14,11,1,8
2020-01-22,What You See Is What You Get,Luke Combs,15,14,1,10
2020-01-22,Goodbye & Good Riddance,Juice WRLD,16,16,4,87
2020-01-22,Lover,Taylor Swift,17,13,1,21
2020-01-22,Romance,Camila Cabello,18,15,3,6
2020-01-22,beerbongs & bentleys,Post Malone,19,17,1,90
2020-01-22,Death Race For Love,Juice WRLD,20,18,1,45
2020-01-22,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,21,20,20,35
2020-01-22,QPac,Quando Rondo,22,22,1,-
2020-01-22,No.6 Collaborations Project,Ed Sheeran,23,19,1,27
2020-01-22,Perfect Ten,Mustard,24,24,8,29
2020-01-22,Melly vs. Melvin,YNW Melly,25,26,8,8
2020-01-22,Indigo,Chris Brown,26,23,1,29
2020-01-22,Scorpion,Drake,27,27,1,81
2020-01-22,ASTROWORLD,Travis Scott,28,25,1,76
2020-01-22,Dont Smile At Me,Billie Eilish,29,22,14,108
2020-01-22,Cuz I Love You,Lizzo,30,21,4,39
2020-01-22,High School Musical: The Musical; The Series,Soundtrack,31,31,1,-
2020-01-22,Greatest Hits,Queen,32,28,11,369
2020-01-22,This One's For You,Luke Combs,33,29,4,137
2020-01-22,The Kids Are Coming (EP),Tones And I,34,30,30,15
2020-01-22,Hot Pink,Doja Cat,35,38,19,11
2020-01-22,Free Spirit,Khalid,36,36,1,41
2020-01-22,Stoney,Post Malone,37,32,4,162
2020-01-22,True 2 Myself,Lil Tjay,38,31,5,14
2020-01-22,7 (EP),Lil Nas X,39,33,2,30
2020-01-22,We Love You Tecca,Lil Tecca,40,39,4,20
2020-01-22,Baby On Baby,DaBaby,41,37,7,46
2020-01-22,?,XXXTENTACION,42,42,1,96
2020-01-22,Thank U; Next,Ariana Grande,43,35,1,49
2020-01-22,Diamonds,Elton John,44,40,7,114
2020-01-22,The Spirit Of Radio: Greatest Hits 1974 - 1987,Rush,45,45,9,-
2020-01-22,Swimming,Mac Miller,46,85,3,76
2020-01-22,The Search,NF,47,41,1,25
2020-01-22,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,48,53,1,28
2020-01-22,Fully Loaded: God's Country,Blake Shelton,49,34,2,5
2020-01-22,Hamilton: An American Musical,Original Broadway Cast,50,44,3,225
2020-01-22,Shawn Mendes,Shawn Mendes,51,43,1,86
2020-01-22,Quality Control: Control The Streets; Volume 2,Various Artists,52,47,3,22
2020-01-22,If I Know Me,Morgan Wallen,53,46,35,68
2020-01-22,Hoodie SZN,A Boogie Wit da Hoodie,54,49,1,56
2020-01-22,÷ (Divide),Ed Sheeran,55,48,1,150
2020-01-22,American Teen,Khalid,56,52,4,150
2020-01-22,Happiness Begins,Jonas Brothers,57,45,1,32
2020-01-22,9,Jason Aldean,58,50,2,8
2020-01-22,Luv Is Rage 2,Lil Uzi Vert,59,55,1,125
2020-01-22,Look Up Child,Lauren Daigle,60,62,3,71
2020-01-22,Chixtape 5,Tory Lanez,61,51,2,9
2020-01-22,Die A Legend,Polo G,62,69,6,32
2020-01-22,Invasion Of Privacy,Cardi B,63,60,1,93
2020-01-22,Experiment,Kane Brown,64,63,1,62
2020-01-22,Dan + Shay,Dan + Shay,65,54,6,82
2020-01-22,Frozen,Soundtrack,66,59,1,137
2020-01-22,Homesick (EP),Trevor Daniel,67,65,64,9
2020-01-22,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,68,57,22,454
2020-01-22,DAMN.,Kendrick Lamar,69,70,1,144
2020-01-22,GIRL,Maren Morris,70,67,4,45
2020-01-22,The Greatest Showman,Soundtrack,71,64,1,110
2020-01-22,I'm Him,Kevin Gates,72,58,4,16
2020-01-22,Journey's Greatest Hits,Journey,73,74,10,599
2020-01-22,Abbey Road,The Beatles,74,56,1,344
2020-01-22,Championships,Meek Mill,75,71,1,59
2020-01-22,Traveller,Chris Stapleton,76,66,1,227
2020-01-22,1,The Beatles,77,68,1,403
2020-01-22,Take Care,Drake,78,78,1,359
2020-01-22,Drip Harder,Lil Baby & Gunna,79,89,4,67
2020-01-22,X 100PRE,Bad Bunny,80,76,11,56
2020-01-22,Old Dominion,Old Dominion,81,61,9,12
2020-01-22,Views,Drake,82,79,1,194
2020-01-22,GINGER,BrockHampton,83,95,3,7
2020-01-22,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,84,80,5,609
2020-01-22,Rumours,Fleetwood Mac,85,75,1,355
2020-01-22,Coconut Oil (EP),Lizzo,86,73,31,26
2020-01-22,Starboy,The Weeknd,87,81,1,164
2020-01-22,Beauty Behind The Madness,The Weeknd,88,83,1,228
2020-01-22,17,XXXTENTACION,89,98,2,125
2020-01-22,2014 Forest Hills Drive,J. Cole,90,88,1,267
2020-01-22,The Essential Billy Joel,Billy Joel,91,90,15,174
2020-01-22,Moana,Soundtrack,92,87,2,164
2020-01-22,Cottonwood,NLE Choppa,93,72,57,4
2020-01-22,Evolve,Imagine Dragons,94,84,2,134
2020-01-22,Greatest Hits,2Pac,95,94,3,307
2020-01-22,A Star Is Born (Soundtrack),Lady Gaga & Bradley Cooper,96,86,1,67
2020-01-22,Jesus Is King (Soundtrack),Kanye West,97,82,1,12
2020-01-22,Greatest Hits,Tom Petty And The Heartbreakers,98,101,2,340
2020-01-22,Perception,NF,99,96,1,119
2020-01-22,Feed Tha Streets II,Roddy Ricch,100,107,67,56
2020-01-22,good kid; m.A.A.d city,Kendrick Lamar,101,93,2,377
2020-01-22,More Life,Drake,102,104,1,147
2020-01-22,I Am > I Was,21 Savage,103,106,1,55
2020-01-22,Back In Black,AC/DC,104,102,4,394
2020-01-22,Victory Lap,Nipsey Hussle,105,113,2,51
2020-01-22,IGOR,Tyler| The Creator,106,99,1,35
2020-01-22,Life's A Trip,Trippie Redd,107,122,4,47
2020-01-22,Birds In The Trap Sing McKnight,Travis Scott,108,105,1,175
2020-01-22,Certified Hitmaker,Lil Mosey,109,97,12,9
2020-01-22,Greatest Hits,Guns N' Roses,110,3,492,-
2020-01-22,Harder Than Ever,Lil Baby,111,140,3,85
2020-01-22,1989,Taylor Swift,112,103,1,266
2020-01-22,Summertime Shootout 3: Coldest Summer Ever,Fabolous,113,91,7,7
2020-01-22,Ella Mai,Ella Mai,114,120,5,65
2020-01-22,World War Joy,The Chainsmokers,115,92,65,5
2020-01-22,Pray For The Wicked,Panic! At The Disco,116,100,1,82
2020-01-22,Kane Brown,Kane Brown,117,111,5,163
2020-01-22,Fever,Megan Thee Stallion,118,117,10,31
2020-01-22,The Eminem Show,Eminem,119,109,1,364
2020-01-22,Blonde,Frank Ocean,120,119,1,161
2020-01-22,Bad Vibes Forever,XXXTENTACION,121,121,5,6
2020-01-22,Wow... That's Crazy,Wale,122,144,7,13
2020-01-22,Greatest Hits,The Notorious B.I.G.,123,148,1,205
2020-01-22,The Essential Michael Jackson,Michael Jackson,124,123,31,307
2020-01-22,T R A P S O U L,Bryson Tiller,125,131,8,205
2020-01-22,Ctrl,SZA,126,114,3,136
2020-01-22,H.E.R.,H.E.R.,127,116,23,116
2020-01-22,I Am You,YNW Melly,128,135,20,50
2020-01-22,Sweetener,Ariana Grande,129,128,1,74
2020-01-22,I Disagree,Poppy,130,130,1,-
2020-01-22,21,Adele,131,115,1,448
2020-01-22,A Decade Of Destruction,Five Finger Death Punch,132,126,29,98
2020-01-22,Cosmic,Bazzi,133,127,14,91
2020-01-22,Until Death Call My Name,YoungBoy Never Broke Again,134,153,7,84
2020-01-22,x,Ed Sheeran,135,129,1,287
2020-01-22,Doo-Wops & Hooligans,Bruno Mars,136,134,3,453
2020-01-22,Metallica,Metallica,137,159,1,557
2020-01-22,Ultimate Sinatra,Frank Sinatra,138,125,32,93
2020-01-22,Die Lit,Playboi Carti,139,154,3,81
2020-01-22,Nothing Was The Same,Drake,140,150,1,316
2020-01-22,The Essential Elvis Presley,Elvis Presley,141,124,42,29
2020-01-22,Center Point Road,Thomas Rhett,142,110,1,32
2020-01-22,In The Lonely Hour,Sam Smith,143,139,2,286
2020-01-22,Blurryface,Twenty One Pilots,144,130,1,244
2020-01-22,Ocean,Lady Antebellum,145,112,11,9
2020-01-22,Thriller,Michael Jackson,146,149,1,401
2020-01-22,Tha Carter V,Lil Wayne,147,141,1,66
2020-01-22,Nevermind,Nirvana,148,136,1,456
2020-01-22,Greatest Hits,Bob Seger & The Silver Bullet Band,149,157,8,312
2020-01-22,Their Greatest Hits 1971-1975,Eagles,150,132,1,309
2020-01-22,BALLADS 1,Joji,151,138,3,59
2020-01-22,hopeless fountain kingdom,Halsey,152,169,1,117
2020-01-22,ANTI,Rihanna,153,142,1,203
2020-01-22,Dying To Live,Kodak Black,154,161,1,54
2020-01-22,Currents,Tame Impala,155,145,4,24
2020-01-22,Oasis,J Balvin & Bad Bunny,156,156,9,27
2020-01-22,K-12 (Soundtrack),Melanie Martinez,157,162,3,17
2020-01-22,Night Visions,Imagine Dragons,158,143,2,377
2020-01-22,Norman Fucking Rockwell!,Lana Del Rey,159,108,3,20
2020-01-22,Drip Or Drown 2,Gunna,160,155,3,45
2020-01-22,Culture II,Migos,161,158,1,99
2020-01-22,Marshmello: Fortnite Extended Set,Marshmello,162,167,45,45
2020-01-22,Greatest Hits So Far...,Zac Brown Band,163,166,20,242
2020-01-22,LOVE FOR GUALA,Flipp Dinero,164,175,132,3
2020-01-22,MELT (Deluxe),SHAED,165,152,152,2
2020-01-22,Kamikaze,Eminem,166,160,1,68
2020-01-22,A Love Letter To You 3,Trippie Redd,167,164,3,50
2020-01-22,Heartache Medication,Jon Pardi,168,11,7,-
2020-01-22,Re-Dunn,Ronnie Dunn,169,169,1,-
2020-01-22,Golden Hour,Kacey Musgraves,170,146,4,74
2020-01-22,reputation,Taylor Swift,171,147,1,112
2020-01-22,Map Of The Soul: PERSONA,BTS,172,176,1,34
2020-01-22,Future & Juice WRLD Present... WRLD ON DRUGS,Future & Juice WRLD,173,179,2,34
2020-01-22,Born To Die,Lana Del Rey,174,151,2,340
2020-01-22,Rearview Town,Jason Aldean,175,163,1,88
2020-01-22,Not All Heroes Wear Capes,Metro Boomin,176,170,1,57
2020-01-22,Red Pill Blues,Maroon 5,177,165,2,108
2020-01-22,Believers Never Die; Volume Two: Greatest Hits,Fall Out Boy,178,180,59,5
2020-01-22,Street Gossip,Lil Baby,179,178,2,53
2020-01-22,Nibiru,Ozuna,180,174,41,6
2020-01-22,24K Magic,Bruno Mars,181,173,2,157
2020-01-22,DIE FOR MY BITCH,Baby Keem,182,196,182,2
2020-01-22,Curtain Call: The Hits,Eminem,183,187,1,479
2020-01-22,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,184,171,16,193
2020-01-22,STOKELEY,Ski Mask The Slump God,185,184,6,31
2020-01-22,Greatest Hits: The Ultimate Collection,Bon Jovi,186,195,5,148
2020-01-22,My Beautiful Dark Twisted Fantasy,Kanye West,187,182,1,119
2020-01-22,Realer,YoungBoy Never Broke Again,188,15,49,-
2020-01-22,DS2,Future,189,1,138,-
2020-01-22,Tha Carter III,Lil Wayne,190,1,158,-
2020-01-22,Hozier,Hozier,191,177,2,182
2020-01-22,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,192,191,34,68
2020-01-22,25,Adele,193,172,1,179
2020-01-22,Flower Boy,Tyler| The Creator,194,193,2,65
2020-01-22,Freudian,Daniel Caesar,195,188,25,95
2020-01-22,The Big Day,Chance The Rapper,196,192,2,23
2020-01-22,Man On The Moon: The End Of Day,Kid Cudi,197,4,116,-
2020-01-22,Origins,Imagine Dragons,198,185,2,53
2020-01-22,KOD,J. Cole,199,1,71,-
2020-01-22,Aladdin (2019),Soundtrack,200,6,23,-
2020-01-29,Music To Be Murdered By,Eminem,1,1,1,-
2020-01-29,Manic,Halsey,2,2,1,-
2020-01-29,Circles,Mac Miller,3,3,1,-
2020-01-29,Please Excuse Me For Being Antisocial,Roddy Ricch,4,2,1,7
2020-01-29,Hollywood's Bleeding,Post Malone,5,4,1,20
2020-01-29,Rare,Selena Gomez,6,1,1,2
2020-01-29,Time Served,Moneybagg Yo,7,3,3,2
2020-01-29,KIRK,DaBaby,8,5,1,17
2020-01-29,Fine Line,Harry Styles,9,6,1,6
2020-01-29,When We All Fall Asleep; Where Do We Go?,Billie Eilish,10,9,1,43
2020-01-29,Frozen II,Soundtrack,11,8,1,10
2020-01-29,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,12,48,1,29
2020-01-29,Nightfall,Little Big Town,13,13,1,-
2020-01-29,JACKBOYS,JACKBOYS,14,7,1,4
2020-01-29,So Much Fun,Young Thug,15,10,1,23
2020-01-29,Over It,Summer Walker,16,11,2,16
2020-01-29,Ghetto Gospel,Rod Wave,17,13,10,12
2020-01-29,AI YoungBoy 2,YoungBoy Never Broke Again,18,12,1,15
2020-01-29,A Love Letter To You 4,Trippie Redd,19,14,1,9
2020-01-29,What You See Is What You Get,Luke Combs,20,15,1,11
2020-01-29,Goodbye & Good Riddance,Juice WRLD,21,16,4,88
2020-01-29,Lover,Taylor Swift,22,17,1,22
2020-01-29,How To Be Human,Chelsea Cutler,23,23,1,-
2020-01-29,Romance,Camila Cabello,24,18,3,7
2020-01-29,beerbongs & bentleys,Post Malone,25,19,1,91
2020-01-29,Death Race For Love,Juice WRLD,26,20,1,46
2020-01-29,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,27,21,20,36
2020-01-29,No.6 Collaborations Project,Ed Sheeran,28,23,1,28
2020-01-29,RICH YOUNGIN,Stunna 4 Vegas,29,29,1,-
2020-01-29,Melly vs. Melvin,YNW Melly,30,25,8,9
2020-01-29,Perfect Ten,Mustard,31,24,8,30
2020-01-29,Scorpion,Drake,32,27,1,82
2020-01-29,Dont Smile At Me,Billie Eilish,33,29,14,109
2020-01-29,Indigo,Chris Brown,34,26,1,30
2020-01-29,The Kids Are Coming (EP),Tones And I,35,34,30,16
2020-01-29,Greatest Hits,Queen,36,32,11,370
2020-01-29,This One's For You,Luke Combs,37,33,4,138
2020-01-29,Tullahoma,Dustin Lynch,38,38,1,-
2020-01-29,ASTROWORLD,Travis Scott,39,28,1,77
2020-01-29,Hot Pink,Doja Cat,40,35,19,12
2020-01-29,Cuz I Love You,Lizzo,41,30,4,40
2020-01-29,Fully Loaded: God's Country,Blake Shelton,42,49,2,6
2020-01-29,Stoney,Post Malone,43,37,4,163
2020-01-29,Free Spirit,Khalid,44,36,1,42
2020-01-29,7 (EP),Lil Nas X,45,39,2,31
2020-01-29,True 2 Myself,Lil Tjay,46,38,5,15
2020-01-29,?,XXXTENTACION,47,42,1,97
2020-01-29,Diamonds,Elton John,48,44,7,115
2020-01-29,We Love You Tecca,Lil Tecca,49,40,4,21
2020-01-29,Thank U; Next,Ariana Grande,50,43,1,50
2020-01-29,Baby On Baby,DaBaby,51,41,7,47
2020-01-29,Hamilton: An American Musical,Original Broadway Cast,52,50,3,226
2020-01-29,If I Know Me,Morgan Wallen,53,53,35,69
2020-01-29,High School Musical: The Musical; The Series,Soundtrack,54,31,31,2
2020-01-29,Happiness Begins,Jonas Brothers,55,57,1,33
